text,outcome
"Shaving facial hair ensures safety from COVID-19, further attributing the message to the CDC.",fake
"The Chinese supreme court OKâ€™d euthanasia for 20,000 people.",fake
False: Afghan Nationals Enter Pakistan Without Testing For COVID-19,fake
Switzerland has banned vaccination.,fake
"WebQoof Recap: HCQ as COVID-19 Cure, Virus Covered Notes & More",fake
Does This Infographic Show The Correct Timeline Of the COVID-19...,fake
Wearing face mask increases the risk of hypercapnia.,fake
"A student for Pondicherry University found a home remedy cure for COVID-19 which was accepted by WHO. Mixing black pepper powder, ginger and honey and consuming it for 5 days will cure the person of the new coronavirus.",fake
"With the spread of the new coronavirus, information spread that the government had been producing masks with a Japanese flag in response to the lack of masks.",fake
The Obama administration left Trump with a “stockpile with a cupboard that was bare.”,fake
Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine.,fake
Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus.,fake
"A post says that Donald Trump has said, on March 17th, that people who never died before are dying now.",fake
Uber suspends night services in Kenya.,fake
"This picture show the young, pregnant doctor who died from COVID-19 in Algeria.",fake
Robbers give masks soaked in chemicals in order to rob people.,fake
"The NT$30,000 subsidy to Taiwanese labor is actually from the recipientsâ€™ own labor pension.",fake
"Hold your breath for 10 seconds; if you are able to do this, you are not infected with COVID-19.",fake
This video shows goats affected by the coronavirus.,fake
"A 48-year-old man, unemployed because of the COVID-19 crisis, attempted suicide in SÃ£o Paulo.",fake
Hydroxychloroquine and Azithromycin are cures for COVID-19.,fake
An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure COVID-19.,fake
Claim that photos show dogs being killed in China as part of efforts to combat COVID-19.,fake
A video showed that Kenya authority roped in the Maasai Tribe to enforce the lockdown.,fake
Homemade masks prevent the spread of coronavirus.,fake
A crowd is waiting to greet Colombians living in Wuhan who are being flown to BogotÃ¡.,fake
The image of a boy with serious injuries is that of a Tablighi Jamat COVID-19 patient who was beaten up by police in India after he misbehaved with the nurses in the hospital where he was admitted.,fake
"The new coronavirus pH varies from 5.5 to 8.5. To defeat it, we need to consume more alkaline food.",fake
The coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,fake
Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.,fake
It’s not a virus but 5G that is causing disease and deaths,fake
A Twitter user claimed that Russia released 500 tigers to keep people inside during lockdown.,fake
People washing hands from the same pond before the prayers at Hazrat Nizamuddin is the reason for the spread of coronavirus in India.,fake
Coronavirus was created in a lab in China.,fake
Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are “stuck in a warehouse.”,fake
A photo that has gone viral in social media shows a military convoy transporting people who died from the COVID-19 pandemic in Italy.,fake
"Global temperature, CO2 in atmosphere and ozone hole has decreased in two months of quarantine.",fake
Israel health minister said COVID-19 was a punishment againt homosexuality.,fake
Did Saddam Say US Threatened Iraq With Coronavirus in 1990s? No!,fake
Farts were recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid the coronavirus outbreak.,fake
The Spanish Government asks Congress to renew the state of alarm every 15 days because it is required by law.,fake
Man collapses and dies on the road due to the novel coronavirus.,fake
France removes the European Union flag in light of the spread of COVID-19.,fake
Posts on social media claim that a â€œSpanish biological researcherâ€ called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.,fake
Video of Muslims being trained to sneeze purposefully to spread coronavirus.,fake
"â€˜Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID-19 vaccine. They have confidence in their productâ€™",fake
Surat Video Viral As ‘People Gathering Near Mosque in Delhi’,fake
Muslims are licking their plates to spread coronavirus and infect more people with the virus.,fake
"Ivan Arias, Minister of Public Works, Services and Housing, stated that the Bolivian government was the first to set up a Covid cabinet.",fake
Bloggers say Nancy Pelosi delayed coronavirus funding so â€œDems could campaign on it.â€,fake
A Tablighi Jamaat member kept in Uttar Pradeshâ€™s (a state in India) isolation ward is running naked and creating chaos.,fake
Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.,fake
Study shows that flu shots result in a 36% higher risk of coronavirus infection.,fake
Oklahoma police planning to set up roadblocks to enforce a mandatory COVID-19 vaccination law and slap micro-chipped bracelets on people.,fake
"Violence against women in confinement by COVID-19 has not escalated, according to Mexican president AndrÃ©s Manuel LÃ³pez Obrador.",fake
"Multiple posts shared repeatedly on Facebook and Twitter claim that seven countries, including the United States, Spain, Italy and the United Kingdom, have “survival rates” of more than 99.9 percent for people who contract the novel coronavirus.",fake
"COVID-19: Old Report Shared as Azim Premji Donating 50,000 Cr",fake
"â€œThe president looks like he was ahead of the curve â€“ as you know, he talks about this all the time â€“ on shutting down travel from China.â€",fake
COVID-19 patients are roaming around in Pune,fake
Old Video of Boris Johnson Shared as Footage After COVID Recovery,fake
A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe.,fake
"Says ""there is no"" COVID-19 virus.",fake
"Alberto FernÃ¡ndez, president of Argentina, proposed the creation of an aid for those with house arrest.",fake
A video showing where “the coronavirus began” was made in Wuhan.,fake
Madagascar president announced that WHO tried to bribe him to poison his miracelous treatment for COVID-19.,fake
Woman eats bat soup contaminated with coronavirus in China.,fake
COVID-19 pandemic is a large-scale experiment .,fake
Image of a mother unable to feed her suckling as she battles COVID-19.,fake
"Joy Arakkalâ€™, the owner of â€˜Joyalukkasâ€™ jewellery company, has died due to COVID-19 in the Middle East.",fake
Post says no one has died from the coronavirus in the United States.,fake
Queensland issued travel warning for Wuhan and Chinese-populated areas in Australia.,fake
Coronavirus detection is possible by holding your breath for 10 seconds,fake
"Chinese eating exotic animals is the cause of the 2019 novel coronavirus, as shown in photos shared on Facebook.",fake
An image of a elderly manâ€™s death in Italy.,fake
A bowl of garlic cures “Wuhan’s coronavirus.”,fake
The WHO considers canceling the Mecca pilgrimage.,fake
A message claims that ingredients in coffee can cure COVID-19 and that the deceased whistleblower Li Wenliang found its cure,fake
Italians bidding goodbye to the world because of coronavirus.,fake
Multiple posts on social media in Nigeria claim that the United Kingdom terminated a deal with Chinese tech company Huawei after receiving contaminated coronavirus test kits.,fake
